smiles,electronic_energy,HOMO_LUMO_gap,dipole_moment,crystal_density,heat_of_formation
CC1CN2N=C(N=C2O1)[N+]([O-])=O,-638.6876829,5.037139276,9.099,1.616,-5.481
NCC1=NC(=O)OC=C1[N+]([O-])=O,-658.5663948,4.377530092,2.3413,1.631,-57.155
[O-][N+](=O)C1=C2C3OC3CC2=NO1,-641.2234327,4.873053328,5.1971,1.65,2.547
CC1(COC(=N)C(O)=O)OC(OC1=O)C(N)=O,-946.9695507,4.652639368,6.5933,1.653,-301.397
[O-][N+](=O)C1=NN=CN1C=O,-560.0477139,4.735362632,2.9157,1.727,16.858
OC(=C)C1=CN=NN=C1[N+]([O-])=O,-637.4065686,4.305419352,6.3805,1.615,57.63
CC12CN1C(=O)OC2C(=O)C(=NO)C(O)=O,-870.4264845,5.058364324,3.5305,1.656,-177.799
[O-][N+](=O)C1=NNC(=C1)C(=O)C#N,-636.2527828,4.753050172,2.7873,1.65,32.673
CCC(=O)N1N=C(O)C(=N1)N1N=C(O)OC1=N,-900.9157167,4.640666264,4.4028,1.734,-74.514
CC1=C(OC(=N)OCC(N)=O)OC(=N)C(=O)O1,-925.8405738,4.546514128,2.1971,1.591,-204.647
CC(O)C(N)=NC1=C(OC(=O)N1)C(=O)C(O)=O,-925.9041298,3.693430468,6.5834,1.67,-244.677
CC1N2N=NC(=C2C2=C1C(=O)N=CO2)[N+]([O-])=O,-882.3433561,4.531003516,2.7883,1.67,16.233
[O-][N+](=O)C1=NN=C(O1)C#C,-542.713925,4.73345782,4.8946,1.665,67.333
CC1=C(OC(=O)N=C1)N1N=NN(C=O)C1=O,-844.3408933,4.44365428,4.5467,1.649,-54.132
[O-][N+](=O)C1=CN=CC(NC=O)=N1,-637.5201542,4.520390992,3.0547,1.618,-13.722
[O-][N+](=O)C1=NNC(COC=C)=N1,-638.6712398,4.782982932,7.3644,1.556,7.936
ON1NC=C(C1=O)[N+]([O-])=O,-581.0724413,4.527738124,6.1312,1.833,-16.369
CC1OC(=O)C(O)C2OC(C1OC2=O)C(O)=O,-950.7721988,6.34846628,0.7385,1.664,-339.968
CC1(O)CNC2=C1C=C(C(=N2)[N+]([O-])=O)[N+]([O-])=O,-904.5916726,4.278207752,8.8493,1.635,-39.988
NC1=C(C=C(CO)N1O)[N+]([O-])=O,-659.7380605,4.217253768,7.651,1.691,-52.48
OC1=COC2=C(NN=C12)[N+]([O-])=O,-657.3070989,3.611251436,3.6075,1.762,-11.138
CC(NC(=O)OC1=NON=C1C#N)C(=O)CO,-904.6925796,5.485314328,3.7139,1.535,-103.195
NC1=C2CNC2=C(N1O)[N+]([O-])=O,-638.586601,3.981601312,6.9935,1.686,53.635
[O-][N+](=O)C1=NC2=C(O1)C=NC2=O,-656.0844213,4.085549624,3.7044,1.775,11.053
CC(OCC(O)=O)C1=NN2N=C(C=O)N=C2O1,-904.7222954,5.169931884,7.2181,1.635,-120.075
NC1=CC=C(C(=O)O1)[N+]([O-])=O,-603.2371323,4.234669192,9.9151,1.77,-82.493
CC(NC1=NON=C1O)C(N)(C(O)=O)C(O)=O,-943.0595488,5.725048524,6.0922,1.701,-188.748
CNC1=NC(=C(O)N1)[N+]([O-])=O,-600.62502,3.978880152,7.476,1.715,-43.03
CC(=O)C(C(O)C=O)N1N=C(OC1=O)[N+]([O-])=O,-961.6285663,4.15385074,4.0739,1.647,-163.829
NC1=C2OC=NC2=C(N1)[N+]([O-])=O,-637.478445,3.88173474,8.0302,1.815,4.638
[O-][N+](=O)C1=CC(ON1)=NN=C,-599.2748758,2.984296172,1.4683,1.579,67.825
CNN1N=CC(=C1O)[N+]([O-])=O,-600.5609556,5.216735836,7.3671,1.627,1.378
NN1C2=C(C=CO2)N=C1[N+]([O-])=O,-637.4284623,3.931804084,4.6466,1.706,42.575
CC1=NC(C(=O)N1)C1=NC(=O)ON=C1C(O)=O,-903.5453988,3.950035856,8.3073,1.698,-127.466
CC1=NNC(N=C2N=NOC(=O)NC2=O)=C1O,-899.6552296,3.223758252,5.6727,1.725,-28.019
CC1OC2=NC(=NN=C12)[N+]([O-])=O,-637.412438,4.74570304,7.1697,1.637,50.2
CC1=C(O)OC(C(O)=O)=C(O)C(=O)C(=O)C1=O,-948.3025547,3.242806372,5.5923,1.769,-277.368
NC1CC2=NOC(=C12)[N+]([O-])=O,-583.2337473,4.24637018,5.7624,1.561,52.175
CC(C(=O)OC=N)C1=NC(=O)C(=O)NN=C1O,-904.7452529,4.336712692,4.4536,1.617,-132.185
NC1=C(CC=O)NN=C1[N+]([O-])=O,-638.6989148,4.075481332,7.8603,1.636,-12.981
CC1(OC(C1OC(N)=O)C(C=NO)=NO)C=NO,-982.2443702,5.067888384,3.293,1.572,-117.742
CC1=NC(=O)N=CN1C(=O)C(O)C(O)=O,-811.3416435,4.66951056,6.082,1.69,-181.937
[O-][N+](=O)C1=NNN(CC=C)C1=O,-638.639265,4.332903068,8.4545,1.565,27.762
CC(CO)OC(=N)C(=O)OC1=NC(O)=NO1,-887.7036272,4.583521904,2.3019,1.589,-192.106
CC1=NC2(C(O1)OC(=O)C2=O)C1=NNC(=N)O1,-903.5384216,3.443083748,4.6448,1.686,-122.535
CCN(C(=O)C(O)=O)C(=O)C(=N)NC(=O)C=O,-925.8971001,4.448008136,2.2828,1.546,-236.604
CC(=O)OC1=NC2=C(O1)C(=NOC2=N)C(O)=O,-923.3887347,4.144598796,5.7104,1.711,-154.993
CC(C=O)(N=C1OC=NNC1=O)C1=NNN=N1,-879.7838199,5.203130036,4.0477,1.66,22.012
CC1(OCC(=O)OC1OC(=O)C(O)=O)C#N,-890.3639707,5.417013212,4.469,1.634,-268.126
[O-][N+](=O)C1=NC(=N)ON1C1CC1,-638.6056563,3.60417642,3.3913,1.544,45.858
CCC1=NC(=N)ON=C1[N+]([O-])=O,-638.6307754,4.150313232,4.1719,1.507,35.81
CC(=O)C1OC(=O)COCC(=O)OC1OC=O,-950.7524848,6.28860076,1.5726,1.568,-325.093
COC1=NC=CC(=N1)[N+]([O-])=O,-583.3627642,4.577535352,2.0709,1.517,-21.443
CN1C2=NC(=O)C3=C2C(OC1=O)=NC(=O)C3=O,-885.0852342,2.629456908,5.5251,1.762,-106.888
CC1=C(O)C(=CN1O)[N+]([O-])=O,-604.3816336,3.83955676,5.5295,1.635,-50.688
CC1=NC(=N)OC(=O)OC(=CC=C1N)[N+]([O-])=O,-904.6307718,3.550297452,11.2961,1.656,-58.398
CC1=C2ON=C(N2N=C1)[N+]([O-])=O,-637.4009506,3.633564948,4.6607,1.599,64.044
CC(=O)OC1=NC(=CN1)[N+]([O-])=O,-658.6046407,4.97564106,7.1471,1.654,-80.859
O=C1ON=C2C3=C(C=NO3)N=C12,-618.9754981,3.108653184,2.0731,1.725,59.896
CCN1N=NC(=N1)[N+]([O-])=O,-541.380964,5.559601996,6.1452,1.51,55.52
NC1=C(O)NC(=O)C=C1[N+]([O-])=O,-658.6040375,3.277365104,4.5813,1.713,-80.391
[O-][N+](=O)C1=C2OC=CN2NC1=O,-657.3075324,4.71577028,9.8877,1.85,-15.753
ON=CC1=C(OC=C1)[N+]([O-])=O,-603.1501088,4.153578624,5.2949,1.647,-21.934
OC1=C2CC=NN2N=C1[N+]([O-])=O,-637.4456575,4.116026616,6.7399,1.698,31.189
CC(C#N)C(=O)N1N=NN2C1=NC(=O)NC2=O,-878.6445051,5.170748232,3.0517,1.648,-11.295
ON=C1OC(=CC=C1)[N+]([O-])=O,-603.1422061,3.0749108,4.7127,1.636,-16.602
[O-][N+](=O)C1=CN2C(=N)NOC2=C1,-637.4262768,4.179429644,6.4649,1.725,42.443
[O-][N+](=O)C1=CNC2=C1C(=O)NN2,-637.4725081,4.235213424,9.5539,1.85,9.191
CC12OC(COC1=O)C(O2)C(=O)C(=O)C(O)=O,-949.5368419,4.087726552,2.8253,1.676,-312.86
CC1(O)C(OC(=O)N(C2=CN=NO2)C1=N)C=O,-904.7121754,5.522866336,4.024,1.611,-106.944
[O-][N+](=O)C1=NC(CON=C)=CN1,-638.6468951,4.4695053,5.9934,1.558,22.551
[O-][N+](=O)C1=NN=NC2=C1CO2,-598.0592656,4.208001824,4.7859,1.746,80.241
CC1(OC=O)OC(=O)C(N)C2=C1C(=O)ON=N2,-924.5848182,3.81234516,1.096,1.664,-158.835
NC1=NC(CO)=C(N1)[N+]([O-])=O,-600.6219466,4.20827394,6.8878,1.693,-43.438
ON=CN1C=CN=C1[N+]([O-])=O,-599.3303294,4.40283688,5.6155,1.668,30.562
NC1=C(C(O)=CN1)[N+]([O-])=O,-545.2662776,3.610707204,6.3989,1.71,-43.46
[O-][N+](=O)C1=C(NC(=O)O1)C#C,-601.9510904,3.975342644,6.1584,1.704,-21.27
CCC1=NC(=N)OC(=O)OC=NC(=O)C(=O)N1,-904.7683597,5.195782904,5.1962,1.602,-143.512
CC(=N)N(C(N)=N)C1=NNC(=O)C(=O)C(=O)O1,-900.9108369,3.951940668,7.2241,1.644,-70.794
CC1(OC=O)OC2=NON=C2C1C1=CON=N1,-903.411099,6.046689636,5.6603,1.652,-33.599
NC1=C(C(O)=CN1O)[N+]([O-])=O,-620.4241836,3.687716032,5.9758,1.767,-44.599
CC#CC1=NOC(=C1O)[N+]([O-])=O,-641.2199457,4.121468936,4.9348,1.56,6.131
[O-][N+](=O)C1=C2C=NN=C2C=NO1,-636.169785,3.530432984,1.4108,1.723,88.585
CC(=O)C1=C(O)N=C(N1)[N+]([O-])=O,-658.599895,3.95384548,4.0232,1.629,-77.164
[O-][N+](=O)C1=C(NC=C1)ONC=N,-638.6411049,4.406374388,4.8218,1.616,26.141
NC1=C(C2CO2)C(=NN1)[N+]([O-])=O,-638.6621625,4.125006444,6.1055,1.666,7.323
CC1NC2=NC(=C(O)C(=O)N=C2C1=O)[N+]([O-])=O,-903.4444567,2.552992312,6.3468,1.683,-63.978
CC(=C)OC1=C(ON=N1)[N+]([O-])=O,-658.4721968,4.205824896,4.2513,1.537,7.947
NC1=C(C(CO)=CO1)[N+]([O-])=O,-604.431311,4.106502556,5.3355,1.658,-84.893
CN1C=C(C(=N)N1C=O)[N+]([O-])=O,-638.6804566,3.94432142,4.7613,1.572,4.429
NN1C=C(NC1=N)[N+]([O-])=O,-541.3892293,3.429205832,5.318,1.623,45.015
[O-][N+](=O)C1=NC=NN1C(=O)C=C,-637.462882,5.184081916,5.1439,1.56,25.584
[O-][N+](=O)C1=CN=C(O1)C#CC#N,-618.9448049,4.290180856,2.097,1.588,69.111
CN(C=O)N1C=NC=C1[N+]([O-])=O,-638.6800241,4.855637904,5.2615,1.546,3.665
NC(C=C)C1=NN=C(O1)[N+]([O-])=O,-638.6408787,4.30215396,5.7778,1.503,26.167
[O-][N+](=O)C1=NC(=O)C(C=C)=NO1,-657.2756431,4.462974516,4.4907,1.64,11.391
OC(=O)C#CC#CC1=NON=N1,-618.9434536,4.592773848,2.5046,1.586,68.347
CC1=NN(C2=NOC(=N2)C(=O)C=O)C(=O)N=C1,-882.3957337,3.701321832,6.8815,1.616,-15.081
[O-][N+](=O)C1=C2N=CN=CC2=NO1,-636.2154653,4.021058132,3.6755,1.696,62.108
CCNC1=NC(=NN1)[N+]([O-])=O,-580.7368113,4.567739176,8.5455,1.574,17.513
CC(CN1N=C(N)N=C1[N+]([O-])=O)C1=NNN=N1,-877.1228612,3.810712464,2.1929,1.569,92.454
CC(O)C(=O)OC1=NN(N=N1)C1=C(O)N=NN1,-916.9057439,4.727743384,1.4495,1.646,-31.424
ON(C=N)C1=CC(=CN1)[N+]([O-])=O,-638.6502958,3.89670112,4.881,1.623,16.887
CCNC(=O)N1N=NC(NC(N)=O)=C(O)C1=O,-902.194629,4.093440988,3.6997,1.59,-134.034
CCN(C(N)=O)C(=N)OC1=NC(O)=NC(=N)O1,-902.2024941,5.122039468,4.1695,1.619,-138.155
COCOC1=NC=C(N1)[N+]([O-])=O,-659.7809776,4.39195224,4.8449,1.543,-73.413
CC1=C(N=C(C(O)CO)C(OC=O)=N1)[N+]([O-])=O,-925.7567674,4.16609596,3.1342,1.564,-150.691
CC1=C(C(=O)C(=N)OC=C(O)NC=N1)[N+]([O-])=O,-904.5963777,4.086365972,6.9774,1.654,-35.707
CC(O)C1=NC(=N)C(=O)N=C(C(=N)O1)[N+]([O-])=O,-920.6529146,3.997928272,3.3939,1.594,-37.159
CCC(O)C(N)=NC1=NC(=O)C(=NN1)[N+]([O-])=O,-902.054279,4.511411164,10.5467,1.641,-48.999
CN1C2=C(OC3=C(O)ON=C13)C1=C(N2)ON=N1,-882.362592,2.76469856,3.6731,1.736,-1.592
CCOC1OC(=O)N2N=NC(OC=O)=C12,-811.2799715,5.771036128,6.0141,1.59,-140.347
OCCN1NC(=O)C(=C1)[N+]([O-])=O,-659.7593092,4.456443732,11.3374,1.695,-67.159
CCN=C1NC(=N)OC(=O)C(=O)C(=N)OC1=O,-904.7441355,3.544038784,2.3229,1.563,-125.361
[O-][N+](=O)C1=CC2=C(NOC2)N=N1,-637.4036729,4.111944876,5.7675,1.693,54.826
[O-][N+](=O)C1=CON=C1C(=C)C=O,-641.2504501,4.8436648,3.483,1.577,-7.729
CC(=O)OC1=NOC2=C1NC1=C2C(=O)N=NN1,-882.396793,4.339433852,10.4567,1.812,-20.632
[O-][N+](=O)C1=C2CC=NN=C2ON1,-637.378887,2.920893144,2.5155,1.699,70.543
[O-][N+](=O)C1=CC(=O)N(N=C)N=C1,-637.4344952,3.595740824,3.3926,1.594,42.789
[O-][N+](=O)C1=NC(=NOC1=O)C#C,-656.0071605,4.13208146,4.4047,1.684,55.334
CCOC1=C(OC2=CNC(O)=NC2=O)N=NO1,-904.7138946,5.012648836,7.1859,1.683,-111.734
[O-][N+](=O)C1=CC2=C(NC=NO2)O1,-657.2671991,3.511929096,5.5244,1.78,11.288
NN1C=C(N)C(=C1N)[N+]([O-])=O,-580.7197238,3.496418484,5.7184,1.629,26.647
CC(=O)C1=NC2=C(OC(=N)C(O)=N2)OC(=O)N1,-903.5699501,3.55519554,1.0888,1.669,-137.59
CC1=C(C(=N)N=COC=C(O)N=C1O)[N+]([O-])=O,-904.6013193,4.142421868,6.7475,1.648,-39.481
[O-][N+](=O)C1=C(N=CN1)C(=O)C#N,-636.2651602,4.49807748,6.6363,1.692,24.242
CC=CC1=NC(=NO1)[N+]([O-])=O,-583.3046245,4.753594404,6.5218,1.483,14.506
CC1=C(N=COC(=N)OC(=O)C(=N)O1)C(O)=O,-924.6062,4.75930884,3.9635,1.676,-168.479
CC(O)C1=C(O)NN=C1C1=C(ON=N1)[N+]([O-])=O,-920.6354983,3.210696684,5.8775,1.672,-24.201
NCC1=NN=CC(O)=C1[N+]([O-])=O,-638.6813419,3.634653412,1.0281,1.572,4.265
[O-][N+](=O)C1=CN(N=C)N=C1C#N,-616.3479657,5.233879144,6.8316,1.577,103.968
CCOC1=NC(=CO1)[N+]([O-])=O,-604.4227409,4.659170152,4.8803,1.51,-73.722
CC(O)C(O)CC1=NOC(N=C2NN=NO2)=N1,-902.0613418,4.982716076,2.8396,1.557,-46.321
CC1OC(=N)N(C(=O)C(O)=O)C2=C1C(O)=NO2,-924.6047379,5.266260948,4.435,1.701,-174.528
CC12OC(=N)C(OC(=O)OC1=N)C(=O)C(=N)O2,-924.5893323,4.966389116,1.8413,1.677,-159.505
[O-][N+](=O)C1=C2N=COC2=NN1,-598.1400996,4.58787576,3.0606,1.772,32.424
CC1=C(N=C(N)N1O)[N+]([O-])=O,-600.5675577,4.41644268,7.6516,1.71,-7.19
[O-][N+](=O)C1=CC(=O)N(N1)C=N,-599.3661775,3.404443276,2.5894,1.63,8.218
CC(=O)C(=N)OC1=C(ON=C1)C(=O)NC(N)=O,-904.7718288,4.823528216,3.3051,1.575,-146.959
NN1C=NC(=O)C(=C1)[N+]([O-])=O,-599.3586917,4.501887104,9.5688,1.771,6.289
OCC1=NC=C(N=N1)[N+]([O-])=O,-599.3467508,4.230587452,2.7767,1.614,19.617
CC1=NC(O)=CN2N=NN3C(=O)C(=O)C(O1)=C23,-882.3785449,2.942390308,4.9616,1.68,-4.306
ON1C=CC=C(C1=N)[N+]([O-])=O,-583.3094573,3.530432984,4.7128,1.6,10.69
CCC1=C(O)NC(=O)OC(OC=O)=NC(O)=N1,-925.8452986,4.995777644,3.4333,1.632,-206.245
ON1C(=NC(=C1O)[N+]([O-])=O)C#C,-657.2478774,4.246642296,5.9363,1.764,18.436
CC(=O)N(C=N)C(=O)OC1=CC(O)=NC(=N)O1,-904.783324,4.920129396,1.0485,1.594,-156.438
CN1NC(C=O)=C(C1=N)[N+]([O-])=O,-638.6661171,2.73612638,4.9129,1.586,12.634
CN1NC(C#N)=C(C1=O)[N+]([O-])=O,-637.4553167,3.957110872,7.7525,1.654,20.726
NNC(=O)C1=C(OC=C1)[N+]([O-])=O,-658.5480946,4.219974928,3.1316,1.624,-43.65
CC1=C2N(C(=N)O1)C(O)=NC(=C2C#N)[N+]([O-])=O,-882.3826947,2.973955764,7.8486,1.671,-8.675
CCN=C1N=C(O)N=C(NC(=O)C1=O)OC=O,-904.7595424,4.60828446,4.241,1.633,-142.138
[O-][N+](=O)C1=COC(C=O)=C1,-547.8454218,4.969110276,3.1826,1.597,-56.304
CC(=O)CC1=C(OC=N1)C1=NOC(=N1)[N+]([O-])=O,-903.4151698,3.547576292,4.0247,1.591,-38.878
ON(C=N)C1=COC=C1[N+]([O-])=O,-658.4837963,3.799283592,4.6451,1.61,-3.298
O=C1ON=C2OC(=NC2=N1)C#C,-618.9977631,3.992485952,7.5248,1.733,35.178
CCN1NC(=O)C(=N1)[N+]([O-])=O,-600.5620502,4.35249542,8.6107,1.608,-0.453
[O-][N+](=O)C1=CN=CN2C=NN=C12,-616.3932822,4.119019892,6.471,1.714,76.836
CC(=N)OC1=NN(C(N)=O)C(O)=C1OC(N)=N,-902.1704541,5.587629944,1.8296,1.587,-117.523
CC(=N)NC(=O)N1C(=N)OC(=O)OC(=N)C1=N,-900.9530455,4.822167636,3.7248,1.606,-91.756
NNC1=CC=NC(=N1)[N+]([O-])=O,-579.5122227,4.776724264,8.4765,1.653,40.687
CCN=C1N(C=O)N=C(NC1=N)[N+]([O-])=O,-787.4865427,3.791392228,6.1421,1.542,26.977
CC(N1N=NC(=N1)C(N)C1=NNN=N1)C(O)=O,-877.1930219,6.03009056,6.5612,1.589,45.37
CC(=O)C1C(=O)OC(OC(N)=N)C(=N)OC1=O,-925.8539054,5.288302344,2.8087,1.613,-210.992
[O-][N+](=O)C1=NN=C(CC2CN2)O1,-638.6325218,4.212627796,4.6899,1.524,27.96
CCOC1=C(N=C(N)O1)[N+]([O-])=O,-659.7792907,4.379162788,8.2784,1.614,-76.919
[O-][N+](=O)C1=NC(=O)C=CN1C=O,-657.3565522,4.259159632,3.8522,1.714,-43.146
NN1C(=O)NC=C1[N+]([O-])=O,-561.2767994,3.763092164,3.5892,1.698,-12.617
CC(=O)C1=CN=C(N1O)[N+]([O-])=O,-658.5253137,4.656176876,6.5875,1.631,-28.416
NC1=C(N=NC(=O)C=C1)[N+]([O-])=O,-637.4320187,3.324169056,8.1792,1.682,38.303
CC1=C(O)N=C(O)N1C1=C(N=NO1)C(=O)C=O,-903.4873829,2.886062296,4.1418,1.664,-83.466
CCN1N=C(O)N=C2OC(=O)N=C2C1=O,-790.2143965,2.746738904,4.4345,1.651,-87.54
CNC1=NC=C(N1O)[N+]([O-])=O,-600.5584796,3.637918804,4.8452,1.587,4.364
O=C1N=CC2=C1C1=NON=C1O2,-618.9821096,3.777786428,3.7412,1.741,54.121
ON1C(=CN=C1[N+]([O-])=O)C1CN1,-638.6096949,4.773458872,9.7481,1.677,41.609
ON1C=C(C(=N1)C#C)[N+]([O-])=O,-582.0039674,4.606107532,4.3346,1.639,75.396
CC(=C)N1OC(=N)C(=N1)[N+]([O-])=O,-638.6021625,3.625401468,7.4147,1.512,54.394
[O-][N+](=O)C1=C(C=C)C(=O)ON=C1,-641.2473998,3.893163612,2.2235,1.588,-4.086
[O-][N+](=O)C1=CN=C(C#N)N1C=N,-616.3877438,4.35521658,2.7653,1.604,79.703
CC1ON2N=CC(=C2O1)[N+]([O-])=O,-658.4781348,4.980539148,5.392,1.645,-1.102
CC1=NC2=NOC(=C2C(N=C(N)N)=N1)[N+]([O-])=O,-879.7601274,3.548120524,9.7788,1.684,34.972
[O-][N+](=O)C1=CC2=C(OC2=O)N=N1,-656.0731809,4.299977032,2.9949,1.795,17.559
CC(OCC(N)=O)(C#N)C1=C(NN=N1)[N+]([O-])=O,-900.8058993,3.136953248,4.6905,1.63,-11.707
[O-][N+](=O)C1=NN(N=C1)C(=C)C#N,-616.3524928,4.770737712,1.9396,1.542,102.979
CC(=N)N(CC(=O)C(O)=O)C1=NN(C=O)N=N1,-900.9120311,4.208001824,4.6773,1.563,-69.672
CC(N)(CO)C1OC(=O)OC1C1=NOC(=O)O1,-946.9084873,6.473911756,5.873,1.645,-258.407
CC(OC(=O)C(O)=O)C(CO)(C(O)=O)C(O)=O,-987.9296394,5.653482016,3.1937,1.68,-416.415
[O-][N+](=O)C1=CNC=C1NNC=O,-638.690498,3.954389712,4.6932,1.645,-8.232
CC(N1N=NC(OC=O)=N1)C(C=O)=NO,-807.3772232,4.777812728,4.6818,1.587,-35.521
CC#CC1=C(O)ON=C1[N+]([O-])=O,-641.2179169,3.796834548,5.4919,1.626,3.024
CC1=C(N)N=C(C(=O)N1)[N+]([O-])=O,-638.7254452,3.403899044,8.8882,1.63,-30.169
CC(=O)C(NC1=C(C=NOC1=N)[N+]([O-])=O)C=O,-904.6158979,3.729894012,2.4688,1.571,-45.681
CC1=C(ON=NC1=O)N=C1NC=C(O1)C(O)=O,-903.5926846,4.460525472,5.6668,1.6,-164.627
[O-][N+](=O)C1=NN2NC=CC2=N1,-578.2583464,4.922850556,8.813,1.757,84.998
CC1OC2=C(ON=C2C(=O)O1)C(=O)C(O)C=O,-928.4016342,4.305691468,3.9079,1.629,-210.54
CC(N=C1OC(=O)N=C(O1)[N+]([O-])=O)C(O)CN,-942.978443,3.735880564,6.3914,1.571,-139.806
[O-][N+](=O)C1=C2NCCN2OC1=N,-638.6517755,4.365829104,8.2731,1.674,14.586
CC(=O)OC1=NC(=O)NC(=NC(=O)C1=O)C#N,-902.3226379,4.136979548,4.013,1.65,-105.742
ON=C1C=CNN=C1[N+]([O-])=O,-599.3042818,3.658871736,6.2098,1.695,44.053
CC1(O)C(=O)C(=O)OC(CO)C(=O)C(=O)C1=O,-949.4856093,3.823774032,4.0188,1.656,-279.971
CC1=CNC(=O)C(=O)N=C(NC(=O)O1)C(N)=O,-904.8210422,4.259703864,2.0234,1.642,-177.334
CC1=C(O)C=C(O1)N(C(=O)C=O)C(=O)C(O)=O,-928.4574262,3.160083108,2.9226,1.622,-244.829
[O-][N+](=O)C1=C(C=O)N=NN1C=C,-637.4245253,4.105958324,4.0633,1.566,49.843
CC1=C(C(=N)N(O1)C=O)[N+]([O-])=O,-658.5251307,4.206097012,2.6577,1.598,-27.724
[O-][N+](=O)C1=NC(=N)ON1CC#C,-637.3509587,3.4286616,2.522,1.578,85.709
CC(O)(CO)C(=N)OC1=NC(=O)C(O)=NN1,-867.8727288,5.436605564,6.788,1.633,-171.562
O=C1ON=NC2=C1ON=C2C#C,-618.9451002,5.016730576,4.5366,1.678,71.383
NC1=CN(O)C(=C1)[N+]([O-])=O,-545.1927113,3.3878442,5.0478,1.627,4.834
COC1=CN=C(N1C=O)[N+]([O-])=O,-658.5491758,4.285827,8.4321,1.615,-43.56
COC1=NN(O)C(C)=C1[N+]([O-])=O,-659.7154065,4.9048909,5.6267,1.616,-32.428
CCCN1N=NN=C1NC1=NOC(=O)O1,-787.5561571,6.477177148,3.1211,1.567,-18.645
CC1(O)COC(=O)OC1(OC=O)C(=O)CO,-912.6536305,5.88859024,7.155,1.686,-342.379
CC(=O)C(O)C1=NC(=O)C(=N)OC(=O)C(O)=N1,-924.6172092,4.8504677,3.983,1.639,-181.953
CCC(=O)C1=C(N=NO1)[N+]([O-])=O,-658.508181,5.082310532,3.4978,1.547,-17.58
NN1C=C2OC(=CC2=N1)[N+]([O-])=O,-637.4198882,4.200654692,6.057,1.682,47.551
CC(=O)NC1=NC=NC(O)=CC(=O)N=C(O)O1,-904.7634609,4.311950136,3.5973,1.651,-144.835
[O-][N+](=O)C1=C2OCC(=N)N2N=C1,-637.460928,5.164489564,3.727,1.655,21.385
CC1=C(N(CC=O)C=N)C(=O)OC(=N1)[N+]([O-])=O,-904.6489687,3.207431292,4.4854,1.564,-71.325
[O-][N+](=O)C1=NC(OCC=C)=NO1,-658.4908199,4.347869448,4.2247,1.532,-5.146
CC1(OC(=O)N(C(N)=O)C(=O)O1)C(=N)OC=O,-961.8206659,5.923693204,3.421,1.724,-286.549
CC1=CC(=O)NC(=O)C(=O)OC1OC(N)=O,-870.5325294,5.23687242,5.1895,1.627,-241.88
CC(OC(=O)C(=O)C1=NNC(O)=N1)(C#N)C#N,-882.4381926,4.946524648,6.0903,1.621,-53.766
CC1=C2OC(=O)N=C2OC(=O)OC(=N)N=CO1,-923.3979642,4.24637018,6.4356,1.728,-157.649
CC(=O)NC1=NC=COC(=O)OC(O)=N1,-811.3118707,5.104079812,4.2009,1.66,-161.573
CCOC1=C2N(C(=O)NC2=N)C(O)=NOC1=O,-904.7319931,4.188409472,2.1326,1.637,-118.914
CCOC(=O)C1=C(ON=C1[N+]([O-])=O)C(O)CO,-946.7856999,5.163673216,3.6212,1.561,-181.808
CC(N)(C(O)C#N)C1=C(C(=O)N=NN1)[N+]([O-])=O,-900.7685645,3.979152268,6.0455,1.666,13.132
OCC1=CN(C=O)C(=N1)[N+]([O-])=O,-658.5667016,4.304330888,2.3885,1.602,-55.598
NC(=O)CC1=C(N=CO1)[N+]([O-])=O,-658.5979343,4.207185476,1.4961,1.64,-77.21
CC1=NC(OC(N)=O)=CC(O)=C(O)N=C(O)O1,-925.828501,4.279296216,6.2095,1.68,-199.72
[O-][N+](=O)C1=CNC(=N)N=C1C#N,-616.4008469,4.01098984,5.9202,1.644,68.711
NC1=NN=CC(=C1C=O)[N+]([O-])=O,-637.4748194,3.504581964,2.122,1.627,16.624
OC1=C(C#C)C(O)=C(N1)[N+]([O-])=O,-641.2765658,4.182695036,5.2455,1.68,-34.331
CC(=NC1=CON=N1)N(C(=O)C=O)C(=O)C=O,-903.47335,4.052895704,1.7641,1.564,-74.271
CN=C1N=COC(=N1)[N+]([O-])=O,-599.3556955,4.097794844,1.5862,1.613,14.416
NCC1=CC(=NOC1=O)[N+]([O-])=O,-658.5197226,4.178613296,5.5277,1.611,-26.784
CC12NC(=O)OC(OC(N)=N)(C(O)C1=O)C2=O,-925.8444275,4.622434492,4.723,1.707,-215.974
[O-][N+](=O)C1=NC=C(C=O)N1C=N,-637.4717516,4.637672988,3.9934,1.592,18.205
NN=CN1C=NC=C1[N+]([O-])=O,-579.4903492,3.98513882,4.3447,1.577,60.12
CC1OC(C(O)C(O)=O)C(=O)C1C1=NON=N1,-925.7774212,5.139182776,5.0873,1.598,-165.247
[O-][N+](=O)C1=NC2=CN=CN2N=C1,-616.3890524,3.542133972,2.9249,1.636,82.994
CC(N1N=NN(C(C#N)C(O)=O)C1=N)C(O)=O,-900.9152523,5.486402792,9.0868,1.642,-77.351
ON=CN1C=NC=C1[N+]([O-])=O,-599.3339093,4.333175184,3.727,1.638,29.99
CON=C1C=COC(=N1)[N+]([O-])=O,-658.4864406,3.384306692,5.458,1.588,-4.121
[O-][N+](=O)C1=NC2=C(N1)C=NO2,-598.1225737,4.249907688,4.9746,1.769,43.996
[O-][N+](=O)C1=NON=C1OCC#C,-657.1872604,4.788425252,4.2692,1.612,60.585
